code,language,language_family,simulation_code,simulation,simulated_value,entropy_gn,entropy_gn1,conditional_entropy,variation_gn,variation_gn1,number_of_pairs,real_value
nepa1254,Nepali,Indo-European,nepa1254_930,Y,0.41309,2.504,1.82307,1.40998,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_931,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_932,Y,0.66353,2.48171,1.82307,1.15954,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_933,Y,0.25356,2.52628,1.82307,1.56951,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_934,Y,0.25356,2.52628,1.82307,1.56951,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_935,Y,0.69141,2.44096,1.82307,1.13166,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_936,Y,0.53377,2.53377,1.82307,1.2893,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_937,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_938,Y,0.59491,2.41309,1.82307,1.22816,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_939,Y,0.49946,2.55605,1.82307,1.32361,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_940,Y,0.69141,2.44096,1.82307,1.13166,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_941,Y,0.59491,2.504,1.82307,1.22816,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_942,Y,0.44096,2.46324,1.82307,1.38211,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_943,Y,0.25356,2.52628,1.82307,1.56951,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_944,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_945,Y,0.53377,2.53377,1.82307,1.2893,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_946,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_947,Y,0.28143,2.48553,1.82307,1.54164,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_948,Y,0.25356,2.52628,1.82307,1.56951,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_949,Y,0.66353,2.48171,1.82307,1.15954,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_950,Y,0.37424,2.55605,1.82307,1.44883,6,4,17,1.0958
nepa1254,Nepali,Indo-European,nepa1254_951,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_952,Y,0.25356,2.52628,1.82307,1.56951,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_953,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_954,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_955,Y,0.41309,2.504,1.82307,1.40998,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_956,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_957,Y,0.62468,2.53377,1.82307,1.19839,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_958,Y,0.66353,2.48171,1.82307,1.15954,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_959,Y,0.66353,2.48171,1.82307,1.15954,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_960,Y,0.41309,2.504,1.82307,1.40998,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_961,Y,0.44096,2.46324,1.82307,1.38211,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_962,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_963,Y,0.28143,2.48553,1.82307,1.54164,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_964,Y,0.44096,2.46324,1.82307,1.38211,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_965,Y,0.37424,2.55605,1.82307,1.44883,6,4,17,1.0958
nepa1254,Nepali,Indo-European,nepa1254_966,Y,0.37424,2.55605,1.82307,1.44883,6,4,17,1.0958
nepa1254,Nepali,Indo-European,nepa1254_967,Y,0.25356,2.52628,1.82307,1.56951,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_968,Y,0.62468,2.53377,1.82307,1.19839,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_969,Y,0.53187,2.46324,1.82307,1.2912,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_970,Y,0.69141,2.44096,1.82307,1.13166,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_971,Y,0.44096,2.46324,1.82307,1.38211,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_972,Y,0.44096,2.46324,1.82307,1.38211,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_973,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_974,Y,0.25356,2.52628,1.82307,1.56951,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_975,Y,0.25356,2.52628,1.82307,1.56951,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_976,Y,0.41309,2.504,1.82307,1.40998,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_977,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_978,Y,0.41309,2.504,1.82307,1.40998,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_979,Y,0.25356,2.52628,1.82307,1.56951,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_980,Y,0.44096,2.46324,1.82307,1.38211,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_981,Y,0.504,2.504,1.82307,1.31907,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_982,Y,0.34446,2.52628,1.82307,1.47861,6,4,17,1.0958
nepa1254,Nepali,Indo-European,nepa1254_983,Y,0.659,2.53377,1.82307,1.16407,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_984,Y,0.75444,2.39081,1.82307,1.06863,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_985,Y,0.44096,2.46324,1.82307,1.38211,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_986,Y,0.69141,2.44096,1.82307,1.13166,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_987,Y,0.69785,2.57262,1.82307,1.12522,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_988,Y,0.59491,2.41309,1.82307,1.22816,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_989,Y,0.37424,2.55605,1.82307,1.44883,6,4,17,1.0958
nepa1254,Nepali,Indo-European,nepa1254_990,Y,0.37424,2.55605,1.82307,1.44883,6,4,17,1.0958
nepa1254,Nepali,Indo-European,nepa1254_991,Y,0.41309,2.504,1.82307,1.40998,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_992,Y,0.49946,2.55605,1.82307,1.32361,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_993,Y,0.62468,2.53377,1.82307,1.19839,6,4,14,1.0958
nepa1254,Nepali,Indo-European,nepa1254_994,Y,0.28143,2.48553,1.82307,1.54164,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_995,Y,0.25356,2.52628,1.82307,1.56951,6,4,18,1.0958
nepa1254,Nepali,Indo-European,nepa1254_996,Y,0.53377,2.53377,1.82307,1.2893,6,4,15,1.0958
nepa1254,Nepali,Indo-European,nepa1254_997,Y,0.44096,2.46324,1.82307,1.38211,6,4,16,1.0958
nepa1254,Nepali,Indo-European,nepa1254_998,Y,0.69141,2.44096,1.82307,1.13166,6,4,13,1.0958
nepa1254,Nepali,Indo-European,nepa1254_999,Y,0.25356,2.52628,1.82307,1.56951,6,4,18,1.0958
slov1268,Slovenian,Indo-European,slov1268_0,Y,0.23833,1.77153,1.9183,1.67997,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_1,Y,0.04443,1.7367,1.9183,1.87387,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_2,Y,0.12031,1.69107,1.9183,1.79799,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_3,Y,0.14735,1.77153,1.9183,1.77095,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_4,Y,0.07709,1.69415,1.9183,1.84121,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_5,Y,0.16928,1.77478,1.9183,1.74902,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_6,Y,0.08347,1.69415,1.9183,1.83483,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_7,Y,0.08347,1.69415,1.9183,1.83483,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_8,Y,0.13583,1.69415,1.9183,1.78247,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_9,Y,0.1352,1.73223,1.9183,1.7831,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_10,Y,0.16875,1.69107,1.9183,1.74955,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_11,Y,0.07364,1.73828,1.9183,1.84466,4,4,15,0.9183
slov1268,Slovenian,Indo-European,slov1268_12,Y,0.24641,1.77153,1.9183,1.67189,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_13,Y,0.10926,1.73223,1.9183,1.80904,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_14,Y,0.22306,1.68488,1.9183,1.69524,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_15,Y,0.23537,1.72589,1.9183,1.68293,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_16,Y,0.03493,1.73828,1.9183,1.88337,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_17,Y,0.18845,1.73065,1.9183,1.72985,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_18,Y,0.15364,1.69415,1.9183,1.76466,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_19,Y,0.07956,1.77478,1.9183,1.83874,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_20,Y,0.12388,1.77153,1.9183,1.79442,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_21,Y,0.08778,1.69415,1.9183,1.83052,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_22,Y,0.33179,1.72399,1.9183,1.58651,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_23,Y,0.12993,1.65002,1.9183,1.78837,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_24,Y,0.12499,1.77478,1.9183,1.79331,4,4,15,0.9183
slov1268,Slovenian,Indo-European,slov1268_25,Y,0.16647,1.69415,1.9183,1.75183,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_26,Y,0.18718,1.73065,1.9183,1.73112,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_27,Y,0.14072,1.77478,1.9183,1.77758,4,4,15,0.9183
slov1268,Slovenian,Indo-European,slov1268_28,Y,0.01625,1.73828,1.9183,1.90205,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_29,Y,0.21791,1.77153,1.9183,1.70039,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_30,Y,0.29296,1.80459,1.9183,1.62534,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_31,Y,0.28025,1.68488,1.9183,1.63805,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_32,Y,0.23113,1.68488,1.9183,1.68717,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_33,Y,0.07844,1.69415,1.9183,1.83986,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_34,Y,0.11567,1.69107,1.9183,1.80263,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_35,Y,0.09353,1.73223,1.9183,1.82477,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_36,Y,0.10458,1.69107,1.9183,1.81372,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_37,Y,0.13195,1.77153,1.9183,1.78635,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_38,Y,0.1445,1.69107,1.9183,1.7738,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_39,Y,0.17304,1.73223,1.9183,1.74526,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_40,Y,0.07844,1.69415,1.9183,1.83986,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_41,Y,0.07844,1.69415,1.9183,1.83986,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_42,Y,0.03493,1.73828,1.9183,1.88337,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_43,Y,0.08347,1.69415,1.9183,1.83483,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_44,Y,0.12993,1.65002,1.9183,1.78837,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_45,Y,0.15539,1.69415,1.9183,1.76291,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_46,Y,0.11221,1.73223,1.9183,1.80609,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_47,Y,0.10926,1.73223,1.9183,1.80904,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_48,Y,0.23629,1.64852,1.9183,1.68201,4,4,11,0.9183
slov1268,Slovenian,Indo-European,slov1268_49,Y,0.16497,1.77478,1.9183,1.75333,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_50,Y,0.27299,1.77153,1.9183,1.64531,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_51,Y,0.116,1.69107,1.9183,1.8023,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_52,Y,0.16869,1.64852,1.9183,1.74961,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_53,Y,0.29046,1.68488,1.9183,1.62784,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_54,Y,0.15069,1.65002,1.9183,1.76761,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_55,Y,0.09752,1.7367,1.9183,1.82078,4,4,15,0.9183
slov1268,Slovenian,Indo-European,slov1268_56,Y,0.14832,1.64852,1.9183,1.76998,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_57,Y,0.04443,1.7367,1.9183,1.87387,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_58,Y,0.01625,1.73828,1.9183,1.90205,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_59,Y,0.02559,1.73828,1.9183,1.89271,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_60,Y,0.12031,1.69107,1.9183,1.79799,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_61,Y,0.15021,1.69415,1.9183,1.76809,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_62,Y,0.15069,1.65002,1.9183,1.76761,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_63,Y,0.14063,1.65002,1.9183,1.77767,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_64,Y,0.12171,1.73065,1.9183,1.79659,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_65,Y,0.22057,1.64852,1.9183,1.69773,4,4,11,0.9183
slov1268,Slovenian,Indo-European,slov1268_66,Y,0.1186,1.73223,1.9183,1.7997,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_67,Y,0.17613,1.644,1.9183,1.74217,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_68,Y,0.21532,1.644,1.9183,1.70298,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_69,Y,0.20257,1.65002,1.9183,1.71573,4,4,11,0.9183
slov1268,Slovenian,Indo-European,slov1268_70,Y,0.13342,1.69107,1.9183,1.78488,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_71,Y,0.11197,1.69415,1.9183,1.80633,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_72,Y,0.06774,1.69415,1.9183,1.85056,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_73,Y,0.12123,1.77478,1.9183,1.79707,4,4,15,0.9183
slov1268,Slovenian,Indo-European,slov1268_74,Y,0.12877,1.69107,1.9183,1.78953,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_75,Y,0.14735,1.77153,1.9183,1.77095,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_76,Y,0.10675,1.73195,1.9183,1.81155,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_77,Y,0.09679,1.7367,1.9183,1.82151,4,4,15,0.9183
slov1268,Slovenian,Indo-European,slov1268_78,Y,0.12419,1.81128,1.9183,1.79411,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_79,Y,0.13744,1.7367,1.9183,1.78086,4,4,15,0.9183
slov1268,Slovenian,Indo-European,slov1268_80,Y,0.12761,1.77478,1.9183,1.79069,4,4,15,0.9183
slov1268,Slovenian,Indo-European,slov1268_81,Y,0.01625,1.73828,1.9183,1.90205,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_82,Y,0.16535,1.73195,1.9183,1.75295,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_83,Y,0.20257,1.65002,1.9183,1.71573,4,4,11,0.9183
slov1268,Slovenian,Indo-European,slov1268_84,Y,0.07844,1.69415,1.9183,1.83986,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_85,Y,0.07709,1.69415,1.9183,1.84121,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_86,Y,0.21559,1.7637,1.9183,1.70271,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_87,Y,0.08778,1.69415,1.9183,1.83052,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_88,Y,0.14362,1.64852,1.9183,1.77468,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_89,Y,0.15935,1.64852,1.9183,1.75895,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_90,Y,0.12945,1.69415,1.9183,1.78885,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_91,Y,0.04013,1.7367,1.9183,1.87817,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_92,Y,0.24241,1.73065,1.9183,1.67589,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_93,Y,0.15954,1.73828,1.9183,1.75876,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_94,Y,0.14454,1.73223,1.9183,1.77376,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_95,Y,0.09353,1.73223,1.9183,1.82477,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_96,Y,0.12993,1.65002,1.9183,1.78837,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_97,Y,0.1862,1.73223,1.9183,1.7321,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_98,Y,0.05409,1.73828,1.9183,1.86421,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_99,Y,0.12993,1.65002,1.9183,1.78837,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_100,Y,0.0394,1.7367,1.9183,1.8789,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_101,Y,0.37711,1.83173,1.9183,1.54119,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_102,Y,0.15684,1.77478,1.9183,1.76146,4,4,15,0.9183
slov1268,Slovenian,Indo-European,slov1268_103,Y,0.18403,1.72589,1.9183,1.73427,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_104,Y,0.09281,1.69415,1.9183,1.82549,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_105,Y,0.29305,1.76044,1.9183,1.62525,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_106,Y,0.06271,1.69415,1.9183,1.85559,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_107,Y,0.11197,1.69415,1.9183,1.80633,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_108,Y,0.09886,1.69415,1.9183,1.81944,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_109,Y,0.36518,1.79085,1.9183,1.55312,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_110,Y,0.08298,1.73828,1.9183,1.83532,4,4,15,0.9183
slov1268,Slovenian,Indo-European,slov1268_111,Y,0.02559,1.73828,1.9183,1.89271,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_112,Y,0.02559,1.73828,1.9183,1.89271,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_113,Y,0.10758,1.77478,1.9183,1.81072,4,4,15,0.9183
slov1268,Slovenian,Indo-European,slov1268_114,Y,0.12031,1.69107,1.9183,1.79799,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_115,Y,0.33954,1.63645,1.9183,1.57876,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_116,Y,0.24442,1.7637,1.9183,1.67388,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_117,Y,0.23321,1.69415,1.9183,1.68509,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_118,Y,0.17977,1.64852,1.9183,1.73853,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_119,Y,0.10183,1.7367,1.9183,1.81647,4,4,15,0.9183
slov1268,Slovenian,Indo-European,slov1268_120,Y,0.15108,1.69415,1.9183,1.76722,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_121,Y,0.16961,1.73223,1.9183,1.74869,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_122,Y,0.12737,1.69415,1.9183,1.79093,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_123,Y,0.15296,1.64852,1.9183,1.76534,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_124,Y,0.07325,1.73828,1.9183,1.84505,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_125,Y,0.15176,1.69107,1.9183,1.76654,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_126,Y,0.08778,1.69415,1.9183,1.83052,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_127,Y,0.06774,1.69415,1.9183,1.85056,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_128,Y,0.12945,1.69415,1.9183,1.78885,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_129,Y,0.07709,1.69415,1.9183,1.84121,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_130,Y,0.21073,1.73223,1.9183,1.70757,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_131,Y,0.10821,1.69415,1.9183,1.81009,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_132,Y,0.08347,1.69415,1.9183,1.83483,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_133,Y,0.15021,1.69415,1.9183,1.76809,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_134,Y,0.12708,1.69107,1.9183,1.79122,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_135,Y,0.03493,1.73828,1.9183,1.88337,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_136,Y,0.16026,1.73223,1.9183,1.75804,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_137,Y,0.12031,1.69107,1.9183,1.79799,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_138,Y,0.18595,1.7367,1.9183,1.73235,4,4,15,0.9183
slov1268,Slovenian,Indo-European,slov1268_139,Y,0.08778,1.69415,1.9183,1.83052,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_140,Y,0.1222,1.7367,1.9183,1.7961,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_141,Y,0.06591,1.77478,1.9183,1.85239,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_142,Y,0.11722,1.7367,1.9183,1.80108,4,4,15,0.9183
slov1268,Slovenian,Indo-European,slov1268_143,Y,0.30535,1.644,1.9183,1.61295,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_144,Y,0.15036,1.65002,1.9183,1.76794,4,4,12,0.9183
slov1268,Slovenian,Indo-European,slov1268_145,Y,0.11183,1.77478,1.9183,1.80647,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_146,Y,0.31477,1.68488,1.9183,1.60353,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_147,Y,0.10027,1.69107,1.9183,1.81803,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_148,Y,0.16647,1.69415,1.9183,1.75183,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_149,Y,0.28449,1.80457,1.9183,1.63381,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_150,Y,0.13265,1.77478,1.9183,1.78565,4,4,15,0.9183
slov1268,Slovenian,Indo-European,slov1268_151,Y,0.01625,1.73828,1.9183,1.90205,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_152,Y,0.04013,1.7367,1.9183,1.87817,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_153,Y,0.0394,1.7367,1.9183,1.8789,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_154,Y,0.03509,1.7367,1.9183,1.88321,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_155,Y,0.20102,1.69107,1.9183,1.71728,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_156,Y,0.10458,1.69107,1.9183,1.81372,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_157,Y,0.06591,1.77478,1.9183,1.85239,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_158,Y,0.09886,1.69415,1.9183,1.81944,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_159,Y,0.03493,1.73828,1.9183,1.88337,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_160,Y,0.20539,1.80625,1.9183,1.71291,4,4,15,0.9183
slov1268,Slovenian,Indo-European,slov1268_161,Y,0.09353,1.73223,1.9183,1.82477,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_162,Y,0.15021,1.69415,1.9183,1.76809,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_163,Y,0.17649,1.73065,1.9183,1.74181,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_164,Y,0.12514,1.69415,1.9183,1.79316,4,4,13,0.9183
slov1268,Slovenian,Indo-European,slov1268_165,Y,0.07325,1.73828,1.9183,1.84505,4,4,16,0.9183
slov1268,Slovenian,Indo-European,slov1268_166,Y,0.10926,1.73223,1.9183,1.80904,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_167,Y,0.11197,1.69415,1.9183,1.80633,4,4,14,0.9183
slov1268,Slovenian,Indo-European,slov1268_168,Y,0.07709,1.69415,1.9183,1.84121,4,4,14,0.9183
