language,language_family,code,simulation_code,simulation,mutual_information,entropy_gn,entropy_gn1,conditional_entropy,variation_gn,variation_gn1,number_of_pairs
Kambera,Austronesian,kamb1299,kamb1299_REAL,N,0.99842,3.01286,1.97095,0.97253,9,6,16
Kankanaey_(Kankanai),Austronesian,kank1243,kank1243_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Kankanay,Austronesian,nort2877,nort2877_REAL,N,0.0,2.0,1.0,1.0,4,6,8
Kapingamarangi,Austronesian,kapi1249,kapi1249_REAL,N,0.0,-0.0,1.0,1.0,1,6,2
Kapingamarangi,Austronesian,kapi1249a,kapi1249a_REAL,N,0.020019999999999927,0.99953,1.48548,1.46546,2,6,6
Kei,Austronesian,keii1239,keii1239_REAL,N,-0.20468000000000008,1.06128,0.569,0.77368,3,6,9
Kilivila,Austronesian,kili1267,kili1267_REAL,N,0.8464400000000001,1.37878,1.84644,1.0,3,6,6
Kiput,Austronesian,kipu1237,kipu1237_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Kodeoha,Austronesian,kode1237,kode1237_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Kodi,Austronesian,kodi1247,kodi1247_REAL,N,0.45914999999999995,1.25163,1.45915,1.0,3,6,6
Konawe,Austronesian,kona1243,kona1243_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Koroni,Austronesian,koro1311,koro1311_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Kuanua,Austronesian,kuan1248,kuan1248_REAL,N,1.13344,2.08978,1.97095,0.83751,6,6,9
Kulisusu,Austronesian,kuli1254,kuli1254_REAL,N,0.68377,0.85579,0.92193,0.23816,3,6,5
Kwaio,Austronesian,kwai1243,kwai1243_REAL,N,1.1219299999999999,1.37878,2.12193,1.0,3,6,6
Kwamera,Austronesian,kwam1252,kwam1252_REAL,N,0.7628499999999998,1.95851,2.12193,1.35908,5,6,14
Laiwui,Austronesian,laiw1239,laiw1239_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Lalomerui,Austronesian,lalo1239,lalo1239_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Lamogai,Austronesian,lamo1244,lamo1244_REAL,N,0.0,1.37878,1.0,1.0,3,6,6
Landewe,Austronesian,land1259,land1259_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Larevat,Austronesian,lare1249,lare1249_REAL,N,1.49894,2.9542,1.9183,0.41936,9,6,13
Lauje,Austronesian,lauj1238,lauj1238_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Lau_Fijian,Austronesian,laua1243,laua1243_REAL,N,1.2305699999999997,2.64644,2.52193,1.29136,7,6,17
Lau,Austronesian,lauu1247,lauu1247_REAL,N,0.75,1.95021,1.75,1.0,4,6,8
Lavatbura-lamusong_(Konobin),Austronesian,lava1239,lava1239_REAL,N,2.82193,1.9899,1.5,-1.32193,4,6,2
Lelepa,Austronesian,lele1267,lele1267_REAL,N,-0.05690000000000017,0.99953,2.52193,2.57883,2,6,12
Lenakel,Austronesian,lena1238,lena1238_REAL,N,0.97095,1.95021,1.97095,1.0,4,6,8
Letemboi-Repanbitip,Austronesian,lete1241,lete1241_REAL,N,0.4854799999999999,1.95021,1.48548,1.0,4,6,8
Lewo,Austronesian,lewo1242,lewo1242_REAL,N,0.5,1.95021,1.5,1.0,4,6,8
Lo-Toga_(Loh),Austronesian,loto1240,loto1240_REAL,N,0.12366999999999995,1.85595,1.48548,1.36181,4,6,10
Loniu,Austronesian,loni1238,loni1238_REAL,N,1.98372,1.18639,1.75,-0.23372,3,6,6
Lonwolwol,Austronesian,lonw1238,lonw1238_REAL,N,1.2464400000000002,1.95021,2.24644,1.0,4,6,8
Luangiua_(Ontong_Java),Austronesian,onto1237,onto1237_REAL,N,0.020019999999999927,0.99953,1.48548,1.46546,2,6,6
Lubuagan_Kalinga,Austronesian,lubu1243,lubu1243_REAL,N,0.72193,1.0,1.72193,1.0,2,6,4
Luburua_(Kara),Austronesian,lubu1242,lubu1242_REAL,N,1.27596,2.45792,1.5,0.22404,7,6,10
Ma'anyan,Austronesian,maan1238,maan1238_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Maba_(Indonesia),Austronesian,maba1278,maba1278_REAL,N,0.6889599999999999,1.88418,1.61635,0.92739,6,6,11
Madak_(Konnos),Austronesian,mada1284,mada1284_REAL,N,1.1720000000000002,2.52399,1.84237,0.67037,6,6,9
Madurese,Austronesian,nucl1460,nucl1460_REAL,N,0.7881199999999999,0.92643,1.72193,0.93381,4,6,8
Mafea_(Mavea),Austronesian,mafe1237,mafe1237_REAL,N,1.10707,2.11497,1.97095,0.86388,5,6,9
Magam,Austronesian,maga1262,maga1262_REAL,N,0.97095,1.95021,1.97095,1.0,4,6,8
Maguindanao_(Magindonao_Moro),Austronesian,magu1243,magu1243_REAL,N,0.77716,0.77702,1.72193,0.94477,4,6,8
Malua_Bay,Austronesian,malu1245,malu1245_REAL,N,1.58762,2.61052,1.97095,0.38333,8,6,13
Manam,Austronesian,mana1295,mana1295_REAL,N,0.97095,1.37878,1.97095,1.0,3,6,6
Mangaia,Austronesian,mang1402,mang1402_REAL,N,0.0,1.95021,1.0,1.0,4,6,8
Mangarevans,Austronesian,mang1401,mang1401_REAL,N,0.7361699999999998,1.95083,2.52193,1.78576,5,6,16
Mangei_(Sobjo),Austronesian,mang1407,mang1407_REAL,N,0.67967,1.9183,1.61635,0.93668,4,6,8
Manggarai,Austronesian,mang1405,mang1405_REAL,N,0.97095,1.37878,1.97095,1.0,3,6,6
Maori,Austronesian,maor1246,maor1246_REAL,N,-0.15294000000000008,1.99855,1.72193,1.87487,4,6,16
Maragus_(Tape),Austronesian,mara1399,mara1399_REAL,N,1.75,0.9183,2.75,1.0,2,6,4
Maranao_(Lanao_Moro),Austronesian,mara1404,mara1404_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Marquesas,Austronesian,marq1246,marq1246_REAL,N,1.1219299999999999,1.95021,2.12193,1.0,4,6,8
Marshallese,Austronesian,mars1254,mars1254_REAL,N,0.4854799999999999,0.98523,1.48548,1.0,2,6,4
Maskelynes,Austronesian,mask1242,mask1242_REAL,N,1.54114,1.68582,2.25163,0.71049,4,6,6
Matukar,Austronesian,matu1261,matu1261_REAL,N,0.7881199999999999,0.92643,1.72193,0.93381,4,6,8
Mekeo,Austronesian,meke1243,meke1243_REAL,N,0.0,0.98523,1.0,1.0,2,6,4
Mekongga,Austronesian,meko1237,meko1237_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Mele-Fila_(Ifira-Mele),Austronesian,mele1250,mele1250_REAL,N,0.84029,0.85579,2.12193,1.28164,3,6,7
Menui,Austronesian,menu1237,menu1237_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Merlav,Austronesian,merl1237,merl1237_REAL,N,0.9947899999999998,0.96375,1.9183,0.92351,3,6,6
Minangkabau,Austronesian,mina1268,mina1268_REAL,N,0.5,0.72193,1.5,1.0,2,6,4
Miningir_(Lunga),Austronesian,mini1251,mini1251_REAL,N,0.7881199999999999,0.92643,1.72193,0.93381,4,6,8
Mono-Alu,Austronesian,mono1273,mono1273_REAL,N,0.45914999999999995,-0.0,1.45915,1.0,1,6,2
Mori_Atas,Austronesian,mori1269,mori1269_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Mori_Bawah,Austronesian,mori1268,mori1268_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Moronene,Austronesian,moro1287,moro1287_REAL,N,0.68377,0.85579,0.92193,0.23816,3,6,5
Mortlockese,Austronesian,mort1237,mort1237_REAL,N,0.7881199999999999,1.6763,1.72193,0.93381,4,6,8
Mota,Austronesian,mota1237,mota1237_REAL,N,1.8631100000000003,2.34965,2.24644,0.38333,6,6,9
Motu,Austronesian,motu1246,motu1246_REAL,N,1.2464400000000002,1.37878,2.24644,1.0,3,6,6
Mouk,Austronesian,mouk1240,mouk1240_REAL,N,1.02661,1.91254,2.25,1.22339,5,6,12
Muduapa_(Vitu),Austronesian,mudu1242,mudu1242_REAL,N,0.92978,1.18639,1.84644,0.91666,3,6,6
Muna,Austronesian,muna1247,muna1247_REAL,N,0.7881199999999999,1.13156,1.72193,0.93381,7,6,14
Munggava_(Rennell),Austronesian,mung1271,mung1271_REAL,N,1.83704,2.60534,1.9183,0.08126,9,6,11
Mungiki_(Bellona),Austronesian,mung1270,mung1270_REAL,N,1.87447,1.0958,-0.0,-1.87447,3,6,2
Mussau-Emira,Austronesian,muss1246,muss1246_REAL,N,1.2464400000000002,0.98523,2.24644,1.0,2,6,4
Mwotlap,Austronesian,motl1237,motl1237_REAL,N,-0.008549999999999613,0.99953,2.24644,2.25499,2,6,10
Nafsan,Austronesian,sout2856,sout2856_REAL,N,1.9219300000000001,1.95021,2.92193,1.0,4,6,8
Nage,Austronesian,nage1237,nage1237_REAL,N,1.9219300000000001,1.95021,2.92193,1.0,4,6,8
Nahavaq,Austronesian,sout2857,sout2857_REAL,N,1.1219299999999999,1.95021,2.12193,1.0,4,6,8
Nakanai,Austronesian,naka1262,naka1262_REAL,N,-0.004729999999999901,0.99953,2.92193,2.92666,2,6,16
Nalik_(Lukuramau),Austronesian,nali1244,nali1244_REAL,N,1.2754400000000001,2.40414,1.84237,0.56693,6,6,8
Nalik_(Madina),Austronesian,nali1244b,nali1244b_REAL,N,1.50734,2.64381,1.45915,-0.04819,8,6,8
Namakura,Austronesian,nama1268,nama1268_REAL,N,0.34149000000000007,1.6763,1.97095,1.62946,4,6,12
Namakura,Austronesian,nama1268b,nama1268b_REAL,N,0.9182999999999999,1.95021,1.9183,1.0,4,6,8
Naman,Austronesian,litz1237,litz1237_REAL,N,1.49894,2.9542,1.9183,0.41936,9,6,13
Nanggu,Austronesian,nang1262,nang1262_REAL,N,0.82193,1.95021,1.82193,1.0,4,6,8
Nehan,Austronesian,neha1247,neha1247_REAL,N,1.2745199999999999,1.37243,1.9183,0.64378,5,6,10
Nengone,Austronesian,neng1238,neng1238_REAL,N,1.0311499999999998,1.36852,2.52193,1.49078,5,6,12
Nese,Austronesian,nese1235,nese1235_REAL,N,1.2078099999999998,1.93626,1.9183,0.71049,4,6,7
Neve'ei,Austronesian,vinm1237,vinm1237_REAL,N,1.5098100000000003,2.7363,2.24644,0.73663,7,6,14
Neverver,Austronesian,ling1265,ling1265_REAL,N,1.16118,1.79722,2.92193,1.76075,6,6,16
Nguna,Austronesian,ngun1274,ngun1274_REAL,N,1.47545,2.51383,1.97095,0.4955,6,6,8
Niuafo'ou,Austronesian,niua1240,niua1240_REAL,N,1.17095,1.55666,2.17095,1.0,3,6,6
Niueans,Austronesian,niue1239,niue1239_REAL,N,0.035150000000000015,1.46096,1.0,0.96485,4,6,8
North_Ambrym,Austronesian,nort2839,nort2839_REAL,N,1.23659,2.07291,1.97095,0.73436,5,6,8
"North_Efate_(Nguna,_Nakanamanga)",Austronesian,nort2836,nort2836_REAL,N,0.90564,0.98523,1.90564,1.0,2,6,4
North_Marquesan,Austronesian,nort2845,nort2845_REAL,N,0.2690600000000001,1.82319,2.25,1.98094,4,6,15
North_Tanna,Austronesian,nort2847,nort2847_REAL,N,1.38598,2.18234,1.5,0.11402,6,6,9
Numbami,Austronesian,numb1247,numb1247_REAL,N,1.0803099999999999,2.84222,2.52193,1.44162,8,6,24
Olal,Austronesian,olal1237,olal1237_REAL,N,1.3513099999999998,2.23534,1.9183,0.56699,5,6,8
Old_Rapa_(Rapa),Austronesian,rapa1245,rapa1245_REAL,N,0.0,1.95021,1.0,1.0,4,6,8
Owa_(Santa_Ana),Austronesian,owaa1237,owaa1237_REAL,N,1.1219299999999999,2.52164,2.12193,1.0,6,6,12
Padoe,Austronesian,pado1242,pado1242_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Paici,Austronesian,paic1239,paic1239_REAL,N,1.38496,2.41361,1.97095,0.58599,10,6,18
Paiwan,Austronesian,paiw1248,paiw1248_REAL,N,0.0,-0.0,1.0,1.0,1,6,2
Palauan,Austronesian,pala1344,pala1344_REAL,N,1.09681,2.1572,1.25163,0.15482,6,6,9
Paluai,Austronesian,balu1257,balu1257_REAL,N,0.98364,2.15363,1.97095,0.98731,5,6,10
Pama_(Paamanese),Austronesian,paam1238,paam1238_REAL,N,0.5,1.95021,1.5,1.0,4,6,8
Pampanga_(Kampampangan),Austronesian,pamp1243,pamp1243_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Pangasinan,Austronesian,pang1290,pang1290_REAL,N,0.76118,0.422,1.72193,0.96075,2,6,4
Patani,Austronesian,pata1260,pata1260_REAL,N,0.6606599999999999,1.92193,1.61635,0.95569,6,6,12
Pendau,Austronesian,pend1242,pend1242_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Penrhyn_(Tongareva),Austronesian,penr1237,penr1237_REAL,N,0.72193,2.52164,1.72193,1.0,6,6,12
Petapa_Taje,Austronesian,taje1237a,taje1237a_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Pohnpeian,Austronesian,pohn1238,pohn1238_REAL,N,0.9886,1.9899,1.25163,0.26303,4,6,5
Pohnpeian,Austronesian,pohn1238a,pohn1238a_REAL,N,1.10215,1.88205,1.48548,0.38333,4,6,6
Port_Sandwich,Austronesian,port1285,port1285_REAL,N,1.9947599999999999,2.5671,1.5,-0.49476,7,6,8
Proto-Oceanic,Austronesian,ocea1241,ocea1241_REAL,N,0.56128,1.95021,1.56128,1.0,4,6,8
Pukapuka,Austronesian,puka1242,puka1242_REAL,N,0.05498000000000003,1.81138,1.0,0.94502,7,6,14
Puluwatese_(Puluwat),Austronesian,pulu1242,pulu1242_REAL,N,0.8714800000000001,2.18096,1.68548,0.814,5,6,8
Puyuma,Austronesian,puyu1239,puyu1239_REAL,N,0.0,1.0,1.0,1.0,2,6,4
Rade_(Rhade),Austronesian,rade1240,rade1240_REAL,N,2.0,1.75,3.0,1.0,4,6,8
Raga_(Hano),Austronesian,hano1246,hano1246_REAL,N,1.4898099999999999,2.72386,1.97095,0.48114,8,6,13
Raga_(Hano_Thomas_Ennever),Austronesian,hano1246b,hano1246b_REAL,N,1.2598,2.10393,1.97095,0.71115,5,6,7
Rahambuu,Austronesian,raha1237,raha1237_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Rakahanga-Manihiki,Austronesian,raka1237,raka1237_REAL,N,0.0,1.95021,1.0,1.0,4,6,8
Rangiora_(NW_Tuamotus),Austronesian,tuam1242,tuam1242_REAL,N,0.0,1.95021,1.0,1.0,4,6,8
Rarotongan_(Cook_Islands_Maori),Austronesian,raro1241,raro1241_REAL,N,0.09596000000000005,1.74885,1.25163,1.15567,4,6,11
Ratagnon,Austronesian,rata1245,rata1245_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Rejang_(Rejangese),Austronesian,reja1240,reja1240_REAL,N,1.09681,0.85579,1.25163,0.15482,3,6,5
Rennell_Islanders,Austronesian,renn1242,renn1242_REAL,N,0.38408,2.28552,1.53049,1.14641,6,6,14
Riuk_Bekati'_(Dayak),Austronesian,beka1241,beka1241_REAL,N,-0.07806999999999997,0.98523,0.92193,1.0,2,6,4
Rotinese_Termanu_,Austronesian,term1237,term1237_REAL,N,2.18215,3.2389,2.92193,0.73978,10,6,16
Rotumans,Austronesian,rotu1241,rotu1241_REAL,N,0.26085999999999987,2.19546,1.36096,1.1001,7,6,16
Routa,Austronesian,rout1237,rout1237_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Roviana,Austronesian,rovi1238,rovi1238_REAL,N,0.7881199999999999,0.83387,1.72193,0.93381,3,6,6
Saaroa,Austronesian,saar1237,saar1237_REAL,N,0.7881199999999999,1.02899,1.72193,0.93381,5,6,10
Samoan,Austronesian,samo1305,samo1305_REAL,N,0.12107000000000001,1.7345,2.25,2.12893,4,6,17
Samoan,Austronesian,samo1305a,samo1305a_REAL,N,-0.07550999999999997,1.51235,1.5,1.57551,3,6,9
Sarangani_Blaan,Austronesian,sara1326,sara1326_REAL,N,0.72193,1.95021,1.72193,1.0,4,6,8
Satawalese,Austronesian,sata1237,sata1237_REAL,N,0.25163,0.98523,1.25163,1.0,2,6,4
Sawai,Austronesian,sawa1247,sawa1247_REAL,N,0.75157,2.02193,1.61635,0.86478,8,6,13
Sa_a,Austronesian,saaa1240,saaa1240_REAL,N,1.00326,0.9183,1.9183,0.91504,2,6,4
Sa,Austronesian,saaa1241,saaa1241_REAL,N,1.2464400000000002,1.95021,2.24644,1.0,4,6,8
Seke_(Ske),Austronesian,seke1241,seke1241_REAL,N,0.19508999999999999,1.47654,1.97095,1.77586,4,6,12
Senbarei,Austronesian,unua1237,unua1237_REAL,N,1.03297,2.35319,1.48548,0.45251,7,6,12
Sie_(Sye),Austronesian,siee1239,siee1239_REAL,N,2.0455900000000002,1.77321,2.92193,0.87634,6,6,12
Sikaiana,Austronesian,sika1261,sika1261_REAL,N,0.020019999999999927,0.99953,1.48548,1.46546,2,6,6
Sika,Austronesian,sika1262,sika1262_REAL,N,0.0,0.98523,1.0,1.0,2,6,4
Sonsorol,Austronesian,sons1242,sons1242_REAL,N,1.23014,0.78515,1.9183,0.68816,3,6,6
Southeast_Ambrym,Austronesian,sout2859,sout2859_REAL,N,0.9346900000000002,1.97583,2.24644,1.31175,4,6,10
Southeast_Babar,Austronesian,sout2883,sout2883_REAL,N,0.0,0.98523,1.0,1.0,2,6,4
Southwest_Tanna,Austronesian,sout2869,sout2869_REAL,N,1.09681,2.08656,1.25163,0.15482,5,6,7
South_Marquesan,Austronesian,sout2866,sout2866_REAL,N,0.0,1.5,1.0,1.0,3,6,6
South_Tuvaluan_(Vaitupu),Austronesian,sout2865,sout2865_REAL,N,0.5516699999999999,2.00913,1.48548,0.93381,5,6,9
Sula_Fagudu,Austronesian,sula1245,sula1245_REAL,N,1.7987099999999998,2.0,2.55034,0.75163,4,6,7
Sula_Mangoli,Austronesian,mang1408,mang1408_REAL,N,0.6975500000000001,1.58496,1.73452,1.03697,5,6,6
Sundanese,Austronesian,sund1252,sund1252_REAL,N,1.5359399999999999,2.1572,2.12193,0.58599,6,6,10
Sungagage,Austronesian,mari1426i,mari1426i_REAL,N,1.2598,2.10393,1.97095,0.71115,5,6,7
Sungwadaga,Austronesian,mari1426b,mari1426b_REAL,N,0.13490999999999986,1.84813,1.48548,1.35057,4,6,11
Sungwadia,Austronesian,mari1426a,mari1426a_REAL,N,1.3162299999999998,2.6194,2.52193,1.2057,7,6,15
Sungwaloge_(Nalemba_Edward),Austronesian,mari1426g,mari1426g_REAL,N,0.98304,1.56557,1.97095,0.98791,3,6,6
Sungwaloge_(Nalemba_Simeone_Tari),Austronesian,mari1426f,mari1426f_REAL,N,1.0125899999999999,1.84813,1.97095,0.95836,4,6,8
Sungwaloge_(Navenvene),Austronesian,mari1426d,mari1426d_REAL,N,1.05429,1.18639,1.97095,0.91666,3,6,6
Sungwaloge_(Tauta),Austronesian,mari1426e,mari1426e_REAL,N,1.0550300000000001,1.80401,2.24644,1.19141,4,6,10
Sungwaloge_(Tawet),Austronesian,mari1426c,mari1426c_REAL,N,1.0604799999999999,1.76558,2.17095,1.11047,4,6,8
Sunwadia,Austronesian,mari1426,mari1426_REAL,N,1.626,0.62925,1.5,-0.126,2,6,3
Tadyawan,Austronesian,tady1237,tady1237_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Tagalog,Austronesian,taga1270,taga1270_REAL,N,0.57164,0.92643,1.39215,0.82051,4,6,5
Tahitians,Austronesian,tahi1242,tahi1242_REAL,N,0.032240000000000046,1.65002,1.0,0.96776,4,6,8
Tajio,Austronesian,taji1246,taji1246_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Takia,Austronesian,taki1248,taki1248_REAL,N,0.19480000000000008,1.36125,1.97095,1.77615,3,6,10
Takuu,Austronesian,taku1257,taku1257_REAL,N,0.46464000000000016,0.422,1.84644,1.3818,2,6,5
Talibabu,Austronesian,tali1262,tali1262_REAL,N,0.69805,1.5,1.61635,0.9183,3,6,6
Talise_(Tolo),Austronesian,tali1259,tali1259_REAL,N,-0.010229999999999961,1.48573,1.57095,1.58118,3,6,9
Tamambo,Austronesian,malo1243,malo1243_REAL,N,1.06387,2.23593,2.06387,1.0,5,6,10
Tanala,Austronesian,tana1285,tana1285_REAL,N,0.7300599999999999,2.27095,2.28104,1.55098,5,6,16
Tanampedagi_Taje,Austronesian,taje1237b,taje1237b_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Tangoa_(Movono),Austronesian,tang1347,tang1347_REAL,N,0.0,1.95021,1.0,1.0,4,6,8
Tasiko,Austronesian,tasi1237,tasi1237_REAL,N,0.84518,3.08027,1.0,0.15482,10,6,16
Taumako,Austronesian,taum1237,taum1237_REAL,N,0.4981699999999999,2.76902,1.48548,0.98731,7,6,14
Tausug_(Sulu_Moro),Austronesian,taus1251,taus1251_REAL,N,1.09681,0.92643,1.25163,0.15482,4,6,7
Tausug,Austronesian,taus1251a,taus1251a_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Tetum_(Tetun),Austronesian,tetu1245,tetu1245_REAL,N,1.53496,2.04022,2.75,1.21504,6,6,15
Tetun_Dili_(Tetum),Austronesian,tetu1246,tetu1246_REAL,N,1.9219300000000001,2.52164,2.92193,1.0,6,6,12
Thao,Austronesian,thao1240,thao1240_REAL,N,-0.08201999999999998,-0.0,1.5,1.58202,1,6,3
Tialo_(Tomini),Austronesian,tomi1243,tomi1243_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Tigak,Austronesian,tiga1245,tiga1245_REAL,N,0.0,0.98523,1.0,1.0,2,6,4
Tikopia,Austronesian,tiko1237,tiko1237_REAL,N,0.06799,1.0,1.89106,1.82307,2,6,8
Tikopia,Austronesian,tiko1237a,tiko1237a_REAL,N,1.03714,2.49682,1.97095,0.93381,6,6,12
Tirax_(Mae),Austronesian,maee1241,maee1241_REAL,N,0.97095,0.98523,1.97095,1.0,2,6,4
Tiri-Mea_(Grand_Couli),Austronesian,tiri1258,tiri1258_REAL,N,1.20049,1.654,1.5,0.29951,7,6,13
Tokelau,Austronesian,toke1240,toke1240_REAL,N,1.01882,2.3719,1.84644,0.82762,6,6,11
Tokelau,Austronesian,toke1240a,toke1240a_REAL,N,1.44776,3.79689,1.56128,0.11352,15,6,16
Tokotu'a_(Kabaena),Austronesian,kaba1285,kaba1285_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Tolaki,Austronesian,tola1247,tola1247_REAL,N,0.68377,0.85579,0.92193,0.23816,3,6,5
Tomadino,Austronesian,toma1248,toma1248_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Tombulu,Austronesian,tomb1243,tomb1243_REAL,N,0.8924699999999999,1.02899,2.52193,1.62946,5,6,12
Tongan,Austronesian,tong1325,tong1325_REAL,N,0.24695,1.96096,2.17095,1.924,5,6,19
Tonsea,Austronesian,tons1240,tons1240_REAL,N,0.7881199999999999,1.02899,1.72193,0.93381,5,6,10
Toqabaqita,Austronesian,toab1237,toab1237_REAL,N,0.6589,0.72193,0.92193,0.26303,2,6,3
Torete,Austronesian,tore1237,tore1237_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Totoli,Austronesian,toto1304,toto1304_REAL,N,0.8924699999999999,0.85579,2.52193,1.62946,3,6,8
Tubuai,Austronesian,tubu1240,tubu1240_REAL,N,0.0,1.95021,1.0,1.0,4,6,8
Tukang_Besi_South,Austronesian,tuka1249,tuka1249_REAL,N,0.0,0.98523,1.0,1.0,2,6,4
Tulambatu,Austronesian,tula1253,tula1253_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Tungag,Austronesian,tung1290,tung1290_REAL,N,0.5,0.98523,1.5,1.0,2,6,4
Ulawa,Austronesian,ulaw1237,ulaw1237_REAL,N,1.00326,1.58496,1.9183,0.91504,3,6,6
Uma_Juman_(Kayan),Austronesian,umaj1240,umaj1240_REAL,N,0.06618999999999997,1.02899,1.0,0.93381,5,6,10
Umiray_Dumaget_Agta,Austronesian,umir1236,umir1236_REAL,N,1.5219299999999998,1.37878,2.52193,1.0,3,6,6
Urak_Lawoi,Austronesian,urak1238,urak1238_REAL,N,1.1219299999999999,1.37878,2.12193,1.0,3,6,6
Ura,Austronesian,urav1235,urav1235_REAL,N,0.9219299999999999,1.52193,1.92193,1.0,3,6,6
Uripiv-Wala-Rano-Atchin,Austronesian,urip1239,urip1239_REAL,N,1.17736,2.29708,1.48548,0.30812,6,6,9
Vaekau-Taumako,Austronesian,pile1238,pile1238_REAL,N,0.10151999999999983,1.88954,1.48548,1.38396,5,6,13
Vao,Austronesian,vaoo1237,vaoo1237_REAL,N,0.4854799999999999,1.37878,1.48548,1.0,3,6,6
Varisi,Austronesian,vari1239,vari1239_REAL,N,0.4854799999999999,1.37878,1.48548,1.0,3,6,6
Vera'a,Austronesian,vera1241,vera1241_REAL,N,0.4854799999999999,1.37878,1.48548,1.0,3,6,6
Vures,Austronesian,vure1239,vure1239_REAL,N,0.4854799999999999,1.37878,1.48548,1.0,3,6,6
Waia,Austronesian,waia1242,waia1242_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Wallisian_(East_Uvea),Austronesian,wall1257,wall1257_REAL,N,1.2464400000000002,2.23593,2.24644,1.0,5,6,10
Waropen,Austronesian,waro1242,waro1242_REAL,N,3.4594300000000002,1.27761,2.58496,-0.87447,4,6,6
Waru,Austronesian,waru1266,waru1266_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Watut,Austronesian,watu1246,watu1246_REAL,N,0.6597599999999999,2.18234,1.97095,1.31119,6,6,14
Wawonii,Austronesian,wawo1239,wawo1239_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
Weda,Austronesian,weda1240,weda1240_REAL,N,0.6606599999999999,1.92193,1.61635,0.95569,6,6,12
Western_Bukidnon_Manobo,Austronesian,west2555,west2555_REAL,N,-0.16125000000000012,1.51235,1.72193,1.88318,3,6,12
Western_Tawbuid_(Batangan),Austronesian,west2559,west2559_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
West_Coast_Bajau,Austronesian,west2560,west2560_REAL,N,0.7881199999999999,0.85579,1.72193,0.93381,3,6,6
West_Futuna,Austronesian,west2515,west2515_REAL,N,0.98292,2.18096,2.40869,1.42577,5,6,14
Whitesands,Austronesian,whit1269,whit1269_REAL,N,1.27963,2.00913,1.5,0.22037,5,6,7
Wiwirano,Austronesian,wiwi1237,wiwi1237_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Wogeo,Austronesian,woge1237,woge1237_REAL,N,0.4854799999999999,1.37878,1.48548,1.0,3,6,6
Woleaian,Austronesian,wole1240,wole1240_REAL,N,0.25163,-0.0,1.25163,1.0,1,6,2
Wolio,Austronesian,woli1241,woli1241_REAL,N,0.72193,0.98523,1.72193,1.0,2,6,4
Wuvulu_Aua,Austronesian,wuvu1239,wuvu1239_REAL,N,0.026329999999999965,1.5,1.48548,1.45915,3,6,9
Xalangi_(Maevo_Vanuatu),Austronesian,mari1426h,mari1426h_REAL,N,1.0324400000000002,1.97583,1.84644,0.814,4,6,7
Xaracuu_(Canala),Austronesian,xara1244,xara1244_REAL,N,1.1219299999999999,1.9183,2.12193,1.0,4,6,8
Yabem,Austronesian,yabe1254,yabe1254_REAL,N,1.4059699999999997,2.61773,2.52193,1.11596,7,6,16
Yakan,Austronesian,yaka1277,yaka1277_REAL,N,0.84029,0.92643,2.12193,1.28164,4,6,9
